Link Type,Location Type,Title,Link,URL,PDF Size (bytes),Page Count,Text-based,Tagged,Notes,Equalify Scan Results
PDF,Page (ACF Field),Publications (Field: intro_text_body),http://bme-apps.case.edu/libraries/Document/alsberg_lab/bouhadir.biotechprog.2001.pdf,https://alsberg.red.uic.edu/publications/,,,,,"Download failed: HTTPConnectionPool(host='bme-apps.case.edu', port=80): Max retries exceeded with url: /libraries/Document/alsberg_lab/bouhadir.biotechprog.2001.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x107c0ee00>: Failed to resolve 'bme-apps.case.edu' ([Errno 8] nodename nor servname provided, or not known)""))",
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/z63mx5xcvbf7dtb/Bouhadir.BioTechProg.2001.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/3io9g3055rq7h4j/Alsberg.CROBM.2001%20copy.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/l29pjfq6jluuozy/Brown.TE.2000.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Publications (Field: intro_text_body),https://www.dropbox.com/s/m5l4yduep3zckbr/Richards.JBiomechEng.1999.pdf?dl=0,https://alsberg.red.uic.edu/publications/,,,,,Skipped: Not a PDF link,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug2016_ExecComm_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_PhD_in_CS_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_MS_OT_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_MESArevision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_EdD_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_PhDinPharmacy_Revision_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_MS_Surgery_8-19-16_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug16_Elimination_of_the_MA_in_Mathematics_ALL.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Executive Committee Agenda 8/26/2016 (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/GCEC_26Aug2016_Minutes-of_08April2016.pdf,https://grad.uic.edu/faculty-staff-resources/governance/executive-committee-agendas/archive-of-executive-agendas-documents-ay-2016-2017/executive-committee-agenda-8-26-2016/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Global Campus Transition Group at UIC (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_12-11-09_revised.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_12-11-09_revised.pdf,
PDF,Page (ACF Field),Global Campus Transition Group at UIC (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_12-04-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_12-04-09.pdf,
PDF,Page (ACF Field),Global Campus Transition Group at UIC (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-20-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-20-09.pdf,
PDF,Page (ACF Field),Global Campus Transition Group at UIC (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-13-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-13-09.pdf,
PDF,Page (ACF Field),Global Campus Transition Group at UIC (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-06-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_11-06-09.pdf,
PDF,Page (ACF Field),Global Campus Transition Group at UIC (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_10-30-09.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_10-30-09.pdf,
PDF,Page (ACF Field),Global Campus Transition Group at UIC (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_10-23-2009.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/online-learning/global-campus-transition-group-at-uic/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/protectedac/UIC_GC_Program_Transition_Status_Report_10-23-2009.pdf,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Spring_2018_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Fall_2017_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Spring_2017_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/Graduate_College_Fall_2016_DGS_Meeting_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Spring_2016_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Meeting_Fall_2015_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Spring2015_Meeting_Agenda-rev.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Fall2014_Meeting_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/DGS_Spring2014Meeting_Agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/normal/GC_DGS_Meeting_F13_agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/normal/GC_DGS_Meeting_F13_agenda.pdf,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/normal/GC_DGS_Meeting_Sp13_agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/normal/GC_DGS_Meeting_Sp13_agenda.pdf,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/normal/GC_DGS_Meeting_F12_agenda.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/normal/GC_DGS_Meeting_F12_agenda.pdf,
PDF,Page (ACF Field),DGS and Support Staff Meetings (Field: intro_text_body),http://ww2.xenostaging.com/uic-drupal/system/files/normal/DGS_Meeting-Sp11Agenda_20Apr2011.pdf,https://grad.uic.edu/faculty-staff-resources/other-resources/dgs-and-support-staff-meetings/,,,,,Download failed: 401 Client Error: Unauthorized for url: https://ww2.xenostaging.com:443/uic-drupal/system/files/normal/DGS_Meeting-Sp11Agenda_20Apr2011.pdf,
PDF,Page (ACF Field),Doctoral Degrees (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/ThesisManual_rev_9-19-2012.pdf,https://grad.uic.edu/academic-support/registration-information/degree-requirements/doctoral-degrees/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,Page (ACF Field),Doctoral Degrees (Field: intro_text_body),https://grad.red.uic.edu/wp-content/uploads/sites/74/2018/09/form_leave_of_absence.pdf,https://grad.uic.edu/academic-support/registration-information/degree-requirements/doctoral-degrees/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,News (ACF Field),PhD candidate receives fellowship to research dance in Finland (Field: intro_text_body),https://www.amscan.org/wp-content/uploads/2022/05/Fellowships-Grants-American-Fellows-2022-23.pdf,https://grad.uic.edu/news-stories/erlikh-amscan-finland/,,,,,Download failed: 403 Client Error: Forbidden for url: https://www.amscan.org/wp-content/uploads/2022/05/Fellowships-Grants-American-Fellows-2022-23.pdf,
PDF,News (ACF Field),Responsible Education Mitigating Options and Technical Extensions (REMOTE) Act (Field: intro_text_body),http://trone.house.gov/wp-content/uploads/2021/10/REMOTE-Act-One-Pager.pdf,https://grad.uic.edu/news-stories/remote-act/,,,,,"Download failed: HTTPConnectionPool(host='trone.house.gov', port=80): Max retries exceeded with url: /wp-content/uploads/2021/10/REMOTE-Act-One-Pager.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x107c0f790>: Failed to resolve 'trone.house.gov' ([Errno 8] nodename nor servname provided, or not known)""))",
PDF,News (ACF Field),What We Learned in the Pandemic About Graduate Training (Field: intro_text_body),https://www.norc.org/PDFs/Graduate%20Studies%20COVID/NORC_COVIDWhitePaper_2021_FINAL.PDF,https://grad.uic.edu/news-stories/what-we-learned-in-the-pandemic/,,,,,Download failed: 404 Client Error: Not Found for url: https://www.norc.org/PDFs/Graduate%20Studies%20COVID/NORC_COVIDWhitePaper_2021_FINAL.PDF,
PDF,News (ACF Field),"More International Grad Students Wanted to Come to the U.S., but Couldn’t (Field: intro_text_body)",https://cgsnet.org/sites/default/files/civicrm/persist/contribute/files/Final%20for%20the%20Public%20Release%20-%20Fall%202020%20Int_l%20Report%20_2021.02.17_.pdf,https://grad.uic.edu/news-stories/covid-effect-intl-grad/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,News (ACF Field),US colleges identify shortcomings in teacher training (Field: intro_text_body),https://edlabor.house.gov/imo/media/doc/Aim%20Higher%20Act%20--%20Bill%20Summary.pdf,https://grad.uic.edu/news-stories/us-colleges-identify-shortcomings-in-teacher-training/,,,,,Download failed: 404 Client Error: Not Found for url: https://edworkforce.house.gov/imo/media/doc/aim%20higher%20act%20--%20bill%20summary.pdf,
PDF,News (ACF Field),Top 10 Job Search Trends (Field: intro_text_body),http://www.careerthoughtleaders.com/wp-content/up/CTL-Brainstorming-Day-2013-Whitepaper.pdf,https://grad.uic.edu/news-stories/top-10-job-search-trends/,,,,,Download failed: 403 Client Error: Forbidden for url: https://www.careerthoughtleaders.com/wp-content/up/CTL-Brainstorming-Day-2013-Whitepaper.pdf,
PDF,Page (ACF Field),ME 521: Conduction Heat Transfer (Field: intro_text_body),https://cmtl.uic.edu/courses/ME521.pdf,https://cmtl.red.uic.edu/education/me-521-2/,,,,,"Download failed: HTTPSConnectionPool(host='cmtl.uic.edu', port=443): Max retries exceeded with url: /courses/ME521.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: EE certificate key too weak (_ssl.c:1028)')))",
PDF,Page (ACF Field),ME 594: Computational Compressible Flow (Field: intro_text_body),https://cmtl.uic.edu/courses/ME594.pdf,https://cmtl.red.uic.edu/education/me-594/,,,,,"Download failed: HTTPSConnectionPool(host='cmtl.uic.edu', port=443): Max retries exceeded with url: /courses/ME594.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: EE certificate key too weak (_ssl.c:1028)')))",
PDF,Page (ACF Field),ME 528: Numerical Heat Transfer (Field: intro_text_body),https://cmtl.uic.edu/courses/ME528.pdf,https://cmtl.red.uic.edu/education/me-521/,,,,,"Download failed: HTTPSConnectionPool(host='cmtl.uic.edu', port=443): Max retries exceeded with url: /courses/ME528.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: EE certificate key too weak (_ssl.c:1028)')))",
PDF,News (ACF Field),Dr. Robert Klie selected as a 2021 Fellow for the Microscopy Society of America (Field: intro_text_body),https://www.microscopy.org/news/pr_050521.pdf,https://phys.uic.edu/news-stories/dr-robert-klie-selected-as-a-2021-fellow-for-the-microscopy-society-of-america/,,,,,Download failed: Not a PDF based on Content-Type,
PDF,News (ACF Field),High Energy Physics Faculty Contribute to Experiments that Claim Top European Physics Prize (Field: intro_text_body),https://eps-hepp.web.cern.ch/eps-hepp/PrizeAnnouncements/XMhep2019/EPS_HEPP2019_long.pdf,https://phys.uic.edu/news-stories/high-energy-physics-faculty-contribute-to-experiments-that-claim-top-european-physics-prize/,,,,,Download failed: 404 Client Error: Not Found for url: https://eps-hepp.web.cern.ch/eps-hepp/PrizeAnnouncements/XMhep2019/EPS_HEPP2019_long.pdf,
PDF,News (ACF Field),Robert Klie hosts an inaugural ceremony for the new microscope (Field: intro_text_body),http://media.rrc.uic.edu/RRC/RED/EMS/JEOL_JEM-ARM200CF.pdf,https://phys.uic.edu/news-stories/robert-klie-hosts-an-inaugural-ceremony-for-the-new-microscope/,,,,,"Download failed: HTTPConnectionPool(host='media.rrc.uic.edu', port=80): Max retries exceeded with url: /RRC/RED/EMS/JEOL_JEM-ARM200CF.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x107c0f680>, 'Connection to media.rrc.uic.edu timed out. (connect timeout=15)'))",
PDF,Event (ACF Field),"BioPhysics &amp; Condensed Matter Seminar: Prof. Brian Cannon, Loyola University Chicago (Field: description)",https://phys.uic.edu/docs/default-source/physics-event-flyers/ay-17-18/cm-bio/cm-bio-5-3-cannon-flyer.pdf?sfvrsn=c525067c_0,https://phys.uic.edu/events/biophysics-condensed-matter-seminar-prof-brian-cannon-loyola-university-chicago/,,,,,Skipped: Not a PDF link,
PDF,Event (ACF Field),Dissertation Defense: Saheli Sarkar (Field: description),https://phys.uic.edu/docs/default-source/physics-event-flyers/ay-17-18/dissertations/sarkar-sahelidefenseposter.pdf?sfvrsn=4223067c_0,https://phys.uic.edu/events/dissertation-defense-saheli-sarkar/,,,,,Skipped: Not a PDF link,
